time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,dot_phi,dot_theta,dot_psi
0.01,1.881423830986023,1.8639721870422363,0.3788699507713318,0.040471330702679685,0.01654537327966032,0.007116078468095343,0.010384590427960439,-0.015864201055233937,-0.006985086742751416,-0.026872189715504646,0.02769738994538784,-0.000849467585794631,-0.026863276445285633,0.02770471773385544,-0.000561871604523024
0.02,1.8818764686584473,1.8636150360107422,0.38033661246299744,0.03707416558825674,0.0135123658593664,0.00597125141667688,0.009874948717469575,-0.01540572886435689,-0.006951952867787671,-0.024122372269630432,0.020475931465625763,0.0015596183948218796,-0.02414951527249308,0.020459532221117998,0.0017619469226139728
0.03,1.8818764686584473,1.8636150360107422,0.38033661246299744,0.03707416558825674,0.0135123658593664,0.00597125141667688,0.009874948717469575,-0.01540572886435689,-0.006951952867787671,-0.024122372269630432,0.020475931465625763,0.0015596183948218796,-0.02414951527249308,0.020459532221117998,0.0017619469226139728
0.04,1.8818764686584473,1.8636150360107422,0.38033661246299744,0.03707416558825674,0.0135123658593664,0.00597125141667688,0.009874948717469575,-0.01540572886435689,-0.006951952867787671,-0.024122372269630432,0.020475931465625763,0.0015596183948218796,-0.02414951527249308,0.020459532221117998,0.0017619469226139728
0.05,1.8818764686584473,1.8636150360107422,0.38033661246299744,0.03707416558825674,0.0135123658593664,0.00597125141667688,0.009874948717469575,-0.01540572886435689,-0.006951952867787671,-0.024122372269630432,0.020475931465625763,0.0015596183948218796,-0.02414951527249308,0.020459532221117998,0.0017619469226139728
0.060000000000000005,1.882508635520935,1.8629440069198608,0.3826615512371063,0.027246412688289107,0.003905307136984142,0.022683523304899127,0.00910820946716033,-0.014721294582658554,-0.006837780201396045,0.013723218813538551,-0.013292969204485416,0.006107026245445015,0.013635095202532673,-0.013348041124570336,0.005986348113962943
0.07,1.882508635520935,1.8629440069198608,0.3826615512371063,0.027246412688289107,0.003905307136984142,0.022683523304899127,0.00910820946716033,-0.014721294582658554,-0.006837780201396045,0.013723218813538551,-0.013292969204485416,0.006107026245445015,0.013635095202532673,-0.013348041124570336,0.005986348113962943
0.08,1.882508635520935,1.8629440069198608,0.3826615512371063,0.027246412688289107,0.003905307136984142,0.022683523304899127,0.00910820946716033,-0.014721294582658554,-0.006837780201396045,0.013723218813538551,-0.013292969204485416,0.006107026245445015,0.013635095202532673,-0.013348041124570336,0.005986348113962943
0.09,1.8824410438537598,1.861786127090454,0.38613125681877136,0.0037386618850875487,-0.0237011017069632,0.10722193844652415,0.03702984182101974,-0.037363448747960847,-0.005017284963310536,1.3788108825683594,-1.111549735069275,0.116491734981537,1.37599757129828,-1.115100423306617,0.07531333556077753
0.09999999999999999,1.8824410438537598,1.861786127090454,0.38613125681877136,0.0037386618850875487,-0.0237011017069632,0.10722193844652415,0.03702984182101974,-0.037363448747960847,-0.005017284963310536,1.3788108825683594,-1.111549735069275,0.116491734981537,1.37599757129828,-1.115100423306617,0.07531333556077753
0.10999999999999999,1.8824410438537598,1.861786127090454,0.38613125681877136,0.0037386618850875487,-0.0237011017069632,0.10722193844652415,0.03702984182101974,-0.037363448747960847,-0.005017284963310536,1.3788108825683594,-1.111549735069275,0.116491734981537,1.37599757129828,-1.115100423306617,0.07531333556077753
0.11999999999999998,1.8800668716430664,1.8583661317825317,0.39473065733909607,-0.007878874258705145,-0.03291359828418836,0.18676180899158268,0.060916255686113405,-0.056692631388744634,-0.0036128370517232683,1.4707024097442627,-1.18709397315979,0.16300182044506087,1.4655701457796022,-1.1948154465105085,0.09057639589869781
0.12999999999999998,1.8800668716430664,1.8583661317825317,0.39473065733909607,-0.007878874258705145,-0.03291359828418836,0.18676180899158268,0.060916255686113405,-0.056692631388744634,-0.0036128370517232683,1.4707024097442627,-1.18709397315979,0.16300182044506087,1.4655701457796022,-1.1948154465105085,0.09057639589869781
